cl,lcl,fw,species,longitude,is_gravid,rcl,stage,sex,id,cw,latitude
23,26,10,U. olhanensis,NA,FALSE,19,adult,female,181,30,NA
19,11,9,U. olhanensis,NA,FALSE,14,adult,female,182,25,NA
30,34,13,U. olhanensis,NA,FALSE,31,adult,female,183,43,NA
34,27,22,U. olhanensis,NA,FALSE,18,adult,female,184,44,NA
24,16,16,U. olhanensis,NA,FALSE,19,adult,female,185,34,NA
33,26,17,U. olhanensis,NA,FALSE,23,adult,female,186,46,NA
32,21,14,U. olhanensis,NA,FALSE,30,adult,female,187,43,NA
26,18,13,U. olhanensis,NA,FALSE,18,adult,female,188,34,NA
28,15,11,U. olhanensis,NA,FALSE,17,adult,female,189,37,NA
34,32,19,U. olhanensis,NA,FALSE,20,adult,female,190,47,NA
19,14,9,U. olhanensis,NA,FALSE,18,adult,female,191,27,NA
32,19,15,U. olhanensis,NA,FALSE,30,adult,female,192,45,NA
19,17,11,U. olhanensis,NA,FALSE,13,adult,female,193,26,NA
18,10,9,U. olhanensis,NA,FALSE,13,adult,female,194,25,NA
28,26,12,U. olhanensis,NA,FALSE,33,adult,female,195,39,NA
26,28,16,U. olhanensis,NA,FALSE,19,adult,female,196,37,NA
35,30,22,U. olhanensis,NA,FALSE,25,adult,female,197,47,NA
23,19,14,U. olhanensis,NA,FALSE,20,adult,female,198,32,NA
28,23,15,U. olhanensis,NA,TRUE,17,adult,female,199,39,NA
18,13,9,U. olhanensis,NA,FALSE,14,adult,female,200,25,NA
22,13,13,U. olhanensis,NA,FALSE,15,adult,female,201,28,NA
24,15,15,U. olhanensis,NA,FALSE,19,adult,female,202,32,NA
20,19,11,U. olhanensis,NA,FALSE,16,adult,female,203,27,NA
34,26,18,U. olhanensis,NA,FALSE,26,adult,female,204,46,NA
30,26,15,U. olhanensis,NA,FALSE,26,adult,female,205,38,NA
26,20,16,U. olhanensis,NA,FALSE,25,adult,female,206,36,NA
22,16,12,U. olhanensis,NA,FALSE,20,adult,female,207,30,NA
29,24,13,U. olhanensis,NA,FALSE,25,adult,female,208,40,NA
36,27,18,U. olhanensis,NA,FALSE,26,adult,female,209,46,NA
27,27,18,U. olhanensis,NA,FALSE,24,adult,female,210,38,NA
21,17,10,U. olhanensis,NA,TRUE,17,adult,female,211,28,NA
36,27,24,U. olhanensis,NA,FALSE,34,adult,female,212,48,NA
27,20,16,U. olhanensis,NA,FALSE,16,adult,female,213,31,NA
30,25,18,U. olhanensis,NA,TRUE,24,adult,female,214,42,NA
30,35,19,U. olhanensis,NA,FALSE,23,adult,female,215,42,NA
28,25,18,U. olhanensis,NA,FALSE,27,adult,female,216,39,NA
25,18,13,U. olhanensis,NA,TRUE,17,adult,female,217,35,NA
31,17,17,U. olhanensis,NA,FALSE,29,adult,female,218,41,NA
26,16,8,U. olhanensis,NA,FALSE,17,adult,female,219,28,NA
28,17,16,U. olhanensis,NA,TRUE,21,adult,female,220,37,NA
19,20,9,U. olhanensis,NA,FALSE,18,adult,female,221,26,NA
30,24,20,U. olhanensis,NA,TRUE,25,adult,female,222,41,NA
33,23,20,U. olhanensis,NA,FALSE,20,adult,female,223,46,NA
25,19,13,U. olhanensis,NA,TRUE,15,adult,female,224,29,NA
28,23,17,U. olhanensis,NA,FALSE,20,adult,female,225,39,NA
29,30,19,U. olhanensis,NA,FALSE,22,adult,female,226,40,NA
34,30,14,U. olhanensis,NA,FALSE,26,adult,female,227,46,NA
23,20,14,U. olhanensis,NA,FALSE,15,adult,female,228,32,NA
38,25,24,U. olhanensis,NA,TRUE,34,adult,female,229,49,NA
20,19,10,U. olhanensis,NA,FALSE,15,adult,female,230,28,NA
29,25,18,U. olhanensis,NA,FALSE,30,adult,female,231,40,NA
33,31,20,U. olhanensis,NA,FALSE,24,adult,female,232,46,NA
29,24,19,U. olhanensis,NA,FALSE,23,adult,female,233,39,NA
27,16,15,U. olhanensis,NA,FALSE,21,adult,female,234,38,NA
21,15,9,U. olhanensis,NA,FALSE,21,adult,female,235,29,NA
28,23,16,U. olhanensis,NA,FALSE,18,adult,female,236,35,NA
24,14,15,U. olhanensis,NA,FALSE,16,adult,female,237,30,NA
27,22,14,U. olhanensis,NA,FALSE,19,adult,female,238,36,NA
21,17,12,U. olhanensis,NA,FALSE,19,adult,female,239,27,NA
19,11,10,U. olhanensis,NA,FALSE,18,adult,female,240,26,NA
24,19,16,U. olhanensis,NA,FALSE,20,adult,female,241,33,NA
32,27,18,U. olhanensis,NA,FALSE,26,adult,female,242,45,NA
19,16,11,U. olhanensis,NA,FALSE,19,adult,female,243,25,NA
26,21,16,U. olhanensis,NA,FALSE,16,adult,female,244,36,NA
21,11,8,U. olhanensis,NA,FALSE,19,adult,female,245,29,NA
36,22,16,U. olhanensis,NA,TRUE,29,adult,female,246,50,NA
31,27,20,U. olhanensis,NA,TRUE,24,adult,female,247,44,NA
20,10,10,U. olhanensis,NA,FALSE,13,adult,female,248,25,NA
11,9,5,U. olhanensis,NA,FALSE,7,juvenile,male,249,15,NA
11,8,6,U. olhanensis,NA,FALSE,9,juvenile,-,250,15,NA
11,4,5,U. olhanensis,NA,FALSE,7,juvenile,male,251,15,NA
14,13,6,U. olhanensis,NA,FALSE,12,pre_puberty,N/R,252,18,NA
14,11,8,U. olhanensis,NA,FALSE,8,pre_puberty,male,253,19,NA
17,13,11,U. olhanensis,NA,FALSE,9,pre_puberty,male,254,24,NA
31,27,14,U. olhanensis,NA,FALSE,25,sub_adult,male,255,42,NA
28,25,15,U. olhanensis,NA,FALSE,28,sub_adult,male,256,39,NA
34,29,24,U. olhanensis,NA,FALSE,28,sub_adult,male,257,48,NA
25,30,16,U. olhanensis,NA,FALSE,19,sub_adult,male,258,34,NA
23,22,11,U. olhanensis,NA,FALSE,15,sub_adult,male,259,32,NA
29,25,15,U. olhanensis,NA,FALSE,18,sub_adult,male,260,39,NA
31,24,17,U. olhanensis,NA,FALSE,24,sub_adult,male,261,44,NA
30,21,18,U. olhanensis,NA,FALSE,22,sub_adult,male,262,39,NA
29,23,14,U. olhanensis,NA,FALSE,20,sub_adult,male,263,39,NA
35,31,19,U. olhanensis,NA,FALSE,24,sub_adult,male,264,42,NA
29,27,12,U. olhanensis,NA,FALSE,27,sub_adult,male,265,41,NA
27,19,14,U. olhanensis,NA,FALSE,23,sub_adult,male,266,37,NA
34,27,13,U. olhanensis,NA,FALSE,28,sub_adult,male,267,46,NA
30,26,16,U. olhanensis,NA,FALSE,27,sub_adult,male,268,40,NA
33,23,17,U. olhanensis,NA,FALSE,33,sub_adult,male,269,45,NA
34,29,15,U. olhanensis,NA,FALSE,24,sub_adult,male,270,47,NA
30,24,14,U. olhanensis,NA,FALSE,28,adult,male,271,42,NA
47,35,27,U. olhanensis,NA,FALSE,37,adult,male,272,65,NA
46,44,26,U. olhanensis,NA,FALSE,39,adult,male,273,63,NA
27,29,16,U. olhanensis,NA,FALSE,20,adult,male,274,38,NA
49,35,29,U. olhanensis,NA,FALSE,47,adult,male,275,67,NA
32,20,19,U. olhanensis,NA,FALSE,26,adult,male,276,45,NA
30,24,12,U. olhanensis,NA,FALSE,38,adult,male,277,41,NA
48,35,22,U. olhanensis,NA,FALSE,42,adult,male,278,68,NA
53,43,23,U. olhanensis,NA,FALSE,43,adult,male,279,74,NA
43,31,19,U. olhanensis,NA,FALSE,36,adult,male,280,60,NA
36,26,18,U. olhanensis,NA,FALSE,33,adult,male,281,51,NA
30,18,14,U. olhanensis,NA,FALSE,17,adult,male,282,42,NA
49,36,20,U. olhanensis,NA,FALSE,37,adult,male,283,65,NA
51,43,26,U. olhanensis,NA,FALSE,45,adult,male,284,70,NA
43,32,25,U. olhanensis,NA,FALSE,34,adult,male,285,56,NA
52,44,28,U. olhanensis,NA,FALSE,30,adult,male,286,71,NA
29,33,20,U. olhanensis,NA,FALSE,22,adult,male,287,41,NA
48,38,27,U. olhanensis,NA,FALSE,35,adult,male,288,67,NA
39,33,18,U. olhanensis,NA,FALSE,31,adult,male,289,53,NA
32,22,17,U. olhanensis,NA,FALSE,25,adult,male,290,41,NA
37,32,22,U. olhanensis,NA,FALSE,24,adult,male,291,52,NA
50,38,32,U. olhanensis,NA,FALSE,42,adult,male,292,71,NA
34,29,18,U. olhanensis,NA,FALSE,27,adult,male,293,48,NA
32,26,21,U. olhanensis,NA,FALSE,26,adult,male,294,45,NA
47,30,25,U. olhanensis,NA,FALSE,43,adult,male,295,64,NA
52,45,24,U. olhanensis,NA,FALSE,58,adult,male,296,74,NA
34,32,21,U. olhanensis,NA,FALSE,27,adult,male,297,45,NA
32,23,13,U. olhanensis,NA,FALSE,24,adult,male,298,45,NA
32,35,18,U. olhanensis,NA,FALSE,26,adult,male,299,45,NA
37,36,23,U. olhanensis,NA,FALSE,33,adult,male,300,52,NA
35,22,21,U. olhanensis,NA,FALSE,25,adult,male,301,47,NA
40,30,28,U. olhanensis,NA,FALSE,35,adult,male,302,56,NA
51,40,23,U. olhanensis,NA,FALSE,51,adult,male,303,71,NA
41,34,17,U. olhanensis,NA,FALSE,33,adult,male,304,58,NA
47,37,30,U. olhanensis,NA,FALSE,34,adult,male,305,65,NA
34,26,15,U. olhanensis,NA,FALSE,28,adult,male,306,46,NA
40,34,21,U. olhanensis,NA,FALSE,44,adult,male,307,55,NA
45,28,20,U. olhanensis,NA,FALSE,35,adult,male,308,63,NA
43,30,17,U. olhanensis,NA,FALSE,34,adult,male,309,59,NA
33,30,22,U. olhanensis,NA,FALSE,35,adult,male,310,47,NA
37,25,23,U. olhanensis,NA,FALSE,30,adult,male,311,52,NA
40,31,21,U. olhanensis,NA,FALSE,36,adult,male,312,56,NA
49,35,23,U. olhanensis,NA,FALSE,41,adult,male,313,69,NA
39,35,16,U. olhanensis,NA,FALSE,38,adult,male,314,54,NA
51,35,34,U. olhanensis,NA,FALSE,42,adult,male,315,71,NA
41,31,22,U. olhanensis,NA,FALSE,35,adult,male,316,58,NA
49,48,28,U. olhanensis,NA,FALSE,43,adult,male,317,67,NA
50,43,32,U. olhanensis,NA,FALSE,59,adult,male,318,67,NA
47,42,29,U. olhanensis,NA,FALSE,31,adult,male,319,65,NA
39,36,27,U. olhanensis,NA,FALSE,36,adult,male,320,54,NA
32,24,18,U. olhanensis,NA,FALSE,36,adult,male,321,44,NA
31,21,15,U. olhanensis,NA,FALSE,21,adult,male,322,41,NA
32,33,21,U. olhanensis,NA,FALSE,29,adult,male,323,45,NA
43,30,28,U. olhanensis,NA,FALSE,30,adult,male,324,60,NA
44,39,29,U. olhanensis,NA,FALSE,33,adult,male,325,62,NA
30,30,17,U. olhanensis,NA,FALSE,29,adult,male,326,42,NA
52,37,24,U. olhanensis,NA,FALSE,38,adult,male,327,73,NA
28,26,23,U. olhanensis,NA,FALSE,25,adult,male,328,39,NA
50,43,21,U. olhanensis,NA,FALSE,44,adult,male,329,70,NA
44,41,21,U. olhanensis,NA,FALSE,40,adult,male,330,63,NA
32,23,17,U. olhanensis,NA,FALSE,24,adult,male,331,41,NA
50,43,32,U. olhanensis,NA,FALSE,48,adult,male,332,70,NA
29,35,20,U. olhanensis,NA,FALSE,19,adult,male,333,40,NA
52,46,26,U. olhanensis,NA,FALSE,38,adult,male,334,73,NA
47,40,26,U. olhanensis,NA,FALSE,31,adult,male,335,66,NA
35,35,16,U. olhanensis,NA,FALSE,25,adult,male,336,48,NA
39,31,19,U. olhanensis,NA,FALSE,27,adult,male,337,54,NA
42,37,19,U. olhanensis,NA,FALSE,35,adult,male,338,57,NA
48,38,32,U. olhanensis,NA,FALSE,36,adult,male,339,61,NA
55,52,27,U. olhanensis,NA,FALSE,41,adult,male,340,66,NA
37,32,29,U. olhanensis,NA,FALSE,35,adult,male,341,53,NA
54,40,25,U. olhanensis,NA,FALSE,45,adult,male,342,75,NA
36,34,25,U. olhanensis,NA,FALSE,25,adult,male,343,50,NA
49,49,29,U. olhanensis,NA,FALSE,52,adult,male,344,68,NA
36,34,24,U. olhanensis,NA,FALSE,30,adult,male,345,51,NA
29,23,17,U. olhanensis,NA,FALSE,23,adult,male,346,38,NA
31,34,18,U. olhanensis,NA,FALSE,26,adult,male,347,41,NA
51,36,31,U. olhanensis,NA,FALSE,47,adult,male,348,71,NA
44,45,22,U. olhanensis,NA,FALSE,29,adult,male,349,62,NA
42,38,29,U. olhanensis,NA,FALSE,39,adult,male,350,59,NA
41,37,26,U. olhanensis,NA,FALSE,33,adult,male,351,57,NA
51,45,29,U. olhanensis,NA,FALSE,41,adult,male,352,72,NA
52,54,25,U. olhanensis,NA,FALSE,58,adult,male,353,75,NA
43,35,23,U. olhanensis,NA,FALSE,47,adult,male,354,58,NA
