cl,lcl,fw,species,longitude,is_gravid,rcl,stage,sex,id,cw,latitude
20,16,14,A. farensis,NA,FALSE,12,juvenile,female,31,25,NA
20,10,18,A. farensis,NA,FALSE,7,juvenile,?,32,26,NA
16,8,12,A. farensis,NA,FALSE,12,juvenile,female,33,21,NA
19,13,13,A. farensis,NA,TRUE,14,juvenile,female,34,24,NA
13,8,9,A. farensis,NA,FALSE,8,juvenile,female,35,16,NA
29,24,25,A. farensis,NA,FALSE,25,pre_puberty,?,36,37,NA
20,14,17,A. farensis,NA,FALSE,10,pre_puberty,female,37,24,NA
21,10,20,A. farensis,NA,FALSE,17,pre_puberty,female,38,27,NA
29,17,21,A. farensis,NA,FALSE,18,pre_puberty,N/R,39,39,NA
26,15,26,A. farensis,NA,FALSE,18,pre_puberty,female,40,34,NA
23,20,15,A. farensis,NA,FALSE,10,pre_puberty,female,41,30,NA
24,15,21,A. farensis,NA,FALSE,14,pre_puberty,female,42,31,NA
19,10,13,A. farensis,NA,TRUE,9,pre_puberty,female,43,25,NA
32,20,31,A. farensis,NA,FALSE,23,pre_puberty, ,44,40,NA
24,12,14,A. farensis,NA,FALSE,20,pre_puberty,female,45,31,NA
30,23,18,A. farensis,NA,FALSE,16,pre_puberty,,46,39,NA
30,26,24,A. farensis,NA,FALSE,23,pre_puberty,male or female,47,38,NA
27,14,23,A. farensis,NA,FALSE,16,pre_puberty,female,48,34,NA
31,15,29,A. farensis,NA,FALSE,17,pre_puberty, ,49,40,NA
26,15,21,A. farensis,NA,FALSE,14,pre_puberty,female,50,34,NA
23,18,14,A. farensis,NA,FALSE,13,pre_puberty,female,51,29,NA
23,13,16,A. farensis,NA,FALSE,13,pre_puberty,female,52,30,NA
24,24,17,A. farensis,NA,FALSE,12,pre_puberty,female,53,30,NA
29,19,26,A. farensis,NA,FALSE,20,pre_puberty,female,54,37,NA
19,12,11,A. farensis,NA,FALSE,12,pre_puberty,female,55,25,NA
28,23,24,A. farensis,NA,FALSE,20,pre_puberty,female,56,36,NA
27,13,26,A. farensis,NA,FALSE,22,pre_puberty,female,57,35,NA
21,13,18,A. farensis,NA,FALSE,11,pre_puberty,female,58,27,NA
22,17,16,A. farensis,NA,FALSE,15,pre_puberty,female,59,28,NA
25,10,25,A. farensis,NA,FALSE,16,pre_puberty,female,60,32,NA
27,16,22,A. farensis,NA,TRUE,18,pre_puberty,female,61,35,NA
31,21,24,A. farensis,NA,FALSE,22,pre_puberty,,62,40,NA
28,22,24,A. farensis,NA,FALSE,16,pre_puberty,female,63,36,NA
26,24,25,A. farensis,NA,FALSE,17,pre_puberty,female,64,33,NA
29,14,16,A. farensis,NA,FALSE,20,pre_puberty,?,65,38,NA
21,11,16,A. farensis,NA,FALSE,13,pre_puberty,female,66,27,NA
22,15,16,A. farensis,NA,FALSE,11,pre_puberty,female,67,28,NA
29,14,23,A. farensis,NA,FALSE,23,pre_puberty, ,68,37,NA
27,15,20,A. farensis,NA,FALSE,18,pre_puberty,female,69,35,NA
22,11,22,A. farensis,NA,FALSE,13,pre_puberty,female,70,28,NA
26,20,21,A. farensis,NA,FALSE,20,sub_adult,female,71,33,NA
28,19,17,A. farensis,NA,FALSE,21,sub_adult,female,72,35,NA
29,22,17,A. farensis,NA,FALSE,21,sub_adult,female,73,37,NA
34,20,28,A. farensis,NA,FALSE,26,sub_adult,female,74,44,NA
29,14,17,A. farensis,NA,FALSE,18,sub_adult,female,75,37,NA
38,25,38,A. farensis,NA,FALSE,27,sub_adult,female,76,49,NA
26,16,25,A. farensis,NA,FALSE,13,sub_adult,female,77,32,NA
32,20,23,A. farensis,NA,FALSE,20,sub_adult,female,78,41,NA
34,15,22,A. farensis,NA,FALSE,23,sub_adult,female,79,44,NA
25,12,25,A. farensis,NA,FALSE,15,sub_adult,female,80,32,NA
36,22,23,A. farensis,NA,FALSE,22,sub_adult,female,81,46,NA
28,14,17,A. farensis,NA,FALSE,14,sub_adult,female,82,36,NA
31,21,25,A. farensis,NA,FALSE,16,sub_adult,female,83,41,NA
37,27,29,A. farensis,NA,FALSE,16,sub_adult,female,84,47,NA
39,23,26,A. farensis,NA,FALSE,26,sub_adult,female,85,51,NA
35,30,20,A. farensis,NA,FALSE,26,sub_adult,female,86,46,NA
29,19,30,A. farensis,NA,FALSE,20,sub_adult,female,87,38,NA
26,15,14,A. farensis,NA,FALSE,17,sub_adult,female,88,34,NA
26,18,21,A. farensis,NA,FALSE,17,sub_adult,female,89,34,NA
30,16,18,A. farensis,NA,FALSE,27,sub_adult,female,90,39,NA
37,22,30,A. farensis,NA,FALSE,29,sub_adult,female,91,48,NA
25,22,14,A. farensis,NA,FALSE,15,sub_adult,female,92,32,NA
29,14,26,A. farensis,NA,FALSE,15,sub_adult,female,93,37,NA
41,33,28,A. farensis,NA,FALSE,34,sub_adult,female,94,54,NA
42,29,30,A. farensis,NA,FALSE,27,sub_adult,female,95,54,NA
38,19,25,A. farensis,NA,FALSE,26,sub_adult,female,96,50,NA
32,14,23,A. farensis,NA,FALSE,24,sub_adult,female,97,40,NA
34,24,27,A. farensis,NA,FALSE,20,sub_adult,female,98,44,NA
38,22,22,A. farensis,NA,FALSE,25,sub_adult,female,99,50,NA
37,19,31,A. farensis,NA,FALSE,24,sub_adult,female,100,47,NA
37,23,19,A. farensis,NA,FALSE,23,sub_adult,female,101,47,NA
29,17,18,A. farensis,NA,FALSE,20,sub_adult,female,102,37,NA
29,15,18,A. farensis,NA,FALSE,20,sub_adult,female,103,37,NA
32,15,26,A. farensis,NA,FALSE,22,sub_adult,female,104,41,NA
42,30,34,A. farensis,NA,FALSE,33,sub_adult,female,105,55,NA
43,25,26,A. farensis,NA,FALSE,25,sub_adult,female,106,55,NA
38,25,22,A. farensis,NA,FALSE,25,sub_adult,female,107,50,NA
39,22,29,A. farensis,NA,FALSE,24,sub_adult,female,108,50,NA
35,25,31,A. farensis,NA,FALSE,22,sub_adult,female,109,45,NA
25,10,21,A. farensis,NA,FALSE,18,sub_adult,female,110,32,NA
36,23,34,A. farensis,NA,FALSE,20,sub_adult,female,111,47,NA
40,27,24,A. farensis,NA,FALSE,24,sub_adult,female,112,52,NA
38,27,32,A. farensis,NA,FALSE,22,sub_adult,female,113,50,NA
33,26,28,A. farensis,NA,FALSE,21,sub_adult,female,114,43,NA
35,28,27,A. farensis,NA,FALSE,24,sub_adult,female,115,45,NA
35,18,37,A. farensis,NA,FALSE,21,sub_adult,female,116,45,NA
26,15,13,A. farensis,NA,FALSE,13,sub_adult,female,117,32,NA
31,19,26,A. farensis,NA,FALSE,19,sub_adult,female,118,41,NA
36,24,26,A. farensis,NA,FALSE,28,sub_adult,female,119,47,NA
40,26,30,A. farensis,NA,FALSE,21,sub_adult,female,120,52,NA
32,20,22,A. farensis,NA,FALSE,19,sub_adult,female,121,41,NA
32,18,32,A. farensis,NA,FALSE,27,sub_adult,female,122,42,NA
36,19,33,A. farensis,NA,TRUE,14,sub_adult,female,123,46,NA
35,32,32,A. farensis,NA,FALSE,26,sub_adult,female,124,46,NA
39,28,39,A. farensis,NA,FALSE,24,sub_adult,female,125,49,NA
32,23,30,A. farensis,NA,FALSE,19,sub_adult,female,126,41,NA
41,26,34,A. farensis,NA,FALSE,25,sub_adult,female,127,54,NA
42,22,47,A. farensis,NA,FALSE,27,sub_adult,female,128,55,NA
29,24,18,A. farensis,NA,FALSE,22,sub_adult,female,129,38,NA
39,20,38,A. farensis,NA,FALSE,23,sub_adult,female,130,49,NA
43,27,41,A. farensis,NA,FALSE,27,sub_adult,female,131,54,NA
36,28,20,A. farensis,NA,FALSE,22,sub_adult,female,132,46,NA
37,29,34,A. farensis,NA,TRUE,25,sub_adult,female,133,47,NA
43,31,39,A. farensis,NA,FALSE,27,sub_adult,female,134,54,NA
40,22,32,A. farensis,NA,FALSE,22,sub_adult,female,135,52,NA
35,22,24,A. farensis,NA,FALSE,25,sub_adult,female,136,46,NA
40,22,21,A. farensis,NA,FALSE,27,sub_adult,female,137,52,NA
27,15,18,A. farensis,NA,FALSE,15,sub_adult,female,138,35,NA
39,21,24,A. farensis,NA,FALSE,20,sub_adult,female,139,50,NA
37,26,25,A. farensis,NA,FALSE,28,sub_adult,female,140,47,NA
28,15,20,A. farensis,NA,FALSE,20,sub_adult,female,141,36,NA
26,21,13,A. farensis,NA,FALSE,10,sub_adult,female,142,34,NA
34,20,32,A. farensis,NA,FALSE,17,sub_adult,female,143,43,NA
39,23,37,A. farensis,NA,FALSE,22,sub_adult,female,144,51,NA
38,20,22,A. farensis,NA,FALSE,24,sub_adult,female,145,50,NA
40,23,25,A. farensis,NA,FALSE,33,sub_adult,female,146,52,NA
28,16,27,A. farensis,NA,FALSE,19,sub_adult,female,147,36,NA
42,31,44,A. farensis,NA,FALSE,23,sub_adult,female,148,55,NA
30,19,16,A. farensis,NA,FALSE,19,sub_adult,female,149,39,NA
28,10,26,A. farensis,NA,FALSE,15,sub_adult,female,150,36,NA
39,27,27,A. farensis,NA,FALSE,24,sub_adult,female,151,49,NA
31,20,15,A. farensis,NA,FALSE,13,sub_adult,female,152,40,NA
39,22,28,A. farensis,NA,TRUE,25,sub_adult,female,153,51,NA
32,19,19,A. farensis,NA,FALSE,18,sub_adult,female,154,41,NA
37,20,27,A. farensis,NA,FALSE,25,sub_adult,female,155,48,NA
39,26,38,A. farensis,NA,FALSE,27,sub_adult,female,156,51,NA
28,18,20,A. farensis,NA,FALSE,16,sub_adult,female,157,37,NA
26,15,18,A. farensis,NA,FALSE,17,sub_adult,female,158,33,NA
28,18,26,A. farensis,NA,FALSE,16,sub_adult,female,159,35,NA
51,26,28,A. farensis,NA,FALSE,33,adult,female,160,67,NA
59,37,42,A. farensis,NA,FALSE,37,adult,female,161,77,NA
47,28,50,A. farensis,NA,FALSE,28,adult,female,162,62,NA
49,34,29,A. farensis,NA,FALSE,31,adult,female,163,64,NA
37,27,33,A. farensis,NA,FALSE,21,adult,female,164,48,NA
47,36,35,A. farensis,NA,FALSE,25,adult,female,165,61,NA
36,28,24,A. farensis,NA,FALSE,27,adult,female,166,47,NA
44,23,36,A. farensis,NA,TRUE,27,adult,female,167,58,NA
41,25,40,A. farensis,NA,FALSE,29,adult,female,168,53,NA
34,17,27,A. farensis,NA,FALSE,27,adult,female,169,45,NA
37,20,41,A. farensis,NA,FALSE,24,adult,female,170,47,NA
53,28,49,A. farensis,NA,FALSE,38,adult,female,171,69,NA
43,19,38,A. farensis,NA,TRUE,33,adult,female,172,56,NA
43,30,31,A. farensis,NA,TRUE,34,adult,female,173,57,NA
45,25,24,A. farensis,NA,FALSE,27,adult,female,174,59,NA
44,23,40,A. farensis,NA,FALSE,30,adult,female,175,57,NA
35,17,25,A. farensis,NA,FALSE,21,adult,female,176,45,NA
56,37,31,A. farensis,NA,FALSE,43,adult,female,177,73,NA
49,38,41,A. farensis,NA,FALSE,35,adult,female,178,64,NA
55,36,33,A. farensis,NA,FALSE,38,adult,female,179,72,NA
54,37,33,A. farensis,NA,FALSE,34,adult,female,180,71,NA
60,45,50,A. farensis,NA,FALSE,43,adult,female,181,77,NA
57,42,35,A. farensis,NA,FALSE,39,adult,female,182,75,NA
40,29,29,A. farensis,NA,FALSE,24,adult,female,183,53,NA
38,20,27,A. farensis,NA,FALSE,25,adult,female,184,50,NA
53,33,48,A. farensis,NA,FALSE,37,adult,female,185,70,NA
54,36,30,A. farensis,NA,FALSE,38,adult,female,186,70,NA
58,33,37,A. farensis,NA,FALSE,44,adult,female,187,77,NA
55,37,52,A. farensis,NA,FALSE,38,adult,female,188,72,NA
35,20,32,A. farensis,NA,FALSE,22,adult,female,189,45,NA
40,18,36,A. farensis,NA,FALSE,28,adult,female,190,52,NA
38,23,23,A. farensis,NA,FALSE,25,adult,female,191,48,NA
55,43,30,A. farensis,NA,FALSE,32,adult,female,192,71,NA
36,26,20,A. farensis,NA,FALSE,18,adult,female,193,45,NA
35,23,25,A. farensis,NA,TRUE,22,adult,female,194,45,NA
34,17,23,A. farensis,NA,FALSE,18,adult,female,195,43,NA
32,19,17,A. farensis,NA,FALSE,21,adult,female,196,42,NA
47,29,38,A. farensis,NA,FALSE,37,adult,female,197,61,NA
34,18,32,A. farensis,NA,FALSE,22,adult,female,198,44,NA
53,38,32,A. farensis,NA,FALSE,39,adult,female,199,70,NA
53,37,39,A. farensis,NA,FALSE,40,adult,female,200,69,NA
57,40,37,A. farensis,NA,FALSE,40,adult,female,201,75,NA
46,32,50,A. farensis,NA,FALSE,29,adult,female,202,61,NA
57,39,31,A. farensis,NA,FALSE,35,adult,female,203,74,NA
44,33,40,A. farensis,NA,FALSE,36,adult,female,204,58,NA
36,20,35,A. farensis,NA,FALSE,17,adult,female,205,46,NA
44,29,24,A. farensis,NA,FALSE,23,adult,female,206,58,NA
61,36,54,A. farensis,NA,FALSE,39,adult,female,207,79,NA
46,26,30,A. farensis,NA,FALSE,24,adult,female,208,59,NA
41,25,23,A. farensis,NA,TRUE,27,adult,female,209,50,NA
39,25,23,A. farensis,NA,FALSE,25,adult,female,210,50,NA
48,35,44,A. farensis,NA,FALSE,22,adult,female,211,62,NA
52,31,40,A. farensis,NA,FALSE,27,adult,female,212,66,NA
41,29,27,A. farensis,NA,FALSE,30,adult,female,213,53,NA
32,22,30,A. farensis,NA,FALSE,22,adult,female,214,42,NA
44,26,27,A. farensis,NA,FALSE,35,adult,female,215,58,NA
56,35,31,A. farensis,NA,FALSE,38,adult,female,216,74,NA
49,41,40,A. farensis,NA,FALSE,34,adult,female,217,63,NA
42,27,41,A. farensis,NA,FALSE,34,adult,female,218,54,NA
47,28,35,A. farensis,NA,FALSE,25,adult,female,219,62,NA
58,48,58,A. farensis,NA,FALSE,47,adult,female,220,76,NA
46,31,43,A. farensis,NA,FALSE,26,adult,female,221,60,NA
36,24,35,A. farensis,NA,FALSE,26,adult,female,222,47,NA
48,32,40,A. farensis,NA,FALSE,32,adult,female,223,62,NA
59,47,31,A. farensis,NA,FALSE,33,adult,female,224,78,NA
40,30,40,A. farensis,NA,FALSE,35,adult,female,225,53,NA
55,38,38,A. farensis,NA,TRUE,41,adult,female,226,73,NA
40,23,28,A. farensis,NA,FALSE,25,adult,female,227,52,NA
36,16,35,A. farensis,NA,FALSE,26,adult,female,228,47,NA
33,30,26,A. farensis,NA,FALSE,21,adult,female,229,42,NA
39,23,35,A. farensis,NA,FALSE,23,adult,female,230,50,NA
41,29,32,A. farensis,NA,FALSE,25,adult,female,231,54,NA
35,21,22,A. farensis,NA,FALSE,19,adult,female,232,46,NA
40,26,33,A. farensis,NA,FALSE,25,adult,female,233,52,NA
31,23,24,A. farensis,NA,FALSE,28,adult,female,234,41,NA
61,44,52,A. farensis,NA,FALSE,32,adult,female,235,80,NA
55,36,54,A. farensis,NA,TRUE,35,adult,female,236,72,NA
34,24,24,A. farensis,NA,FALSE,21,adult,female,237,43,NA
57,42,32,A. farensis,NA,FALSE,39,adult,female,238,75,NA
47,28,37,A. farensis,NA,FALSE,33,adult,female,239,62,NA
44,30,39,A. farensis,NA,FALSE,27,adult,female,240,57,NA
33,20,33,A. farensis,NA,FALSE,23,adult,female,241,43,NA
48,28,28,A. farensis,NA,FALSE,34,adult,female,242,62,NA
33,21,31,A. farensis,NA,FALSE,24,adult,female,243,43,NA
38,21,21,A. farensis,NA,FALSE,29,adult,female,244,48,NA
47,31,32,A. farensis,NA,FALSE,22,adult,female,245,62,NA
46,30,43,A. farensis,NA,FALSE,39,adult,female,246,59,NA
36,21,37,A. farensis,NA,FALSE,21,adult,female,247,46,NA
35,29,19,A. farensis,NA,FALSE,27,adult,female,248,46,NA
18,11,14,A. farensis,NA,FALSE,8,juvenile,male,249,23,NA
23,12,12,A. farensis,NA,FALSE,16,juvenile,-,250,29,NA
17,11,10,A. farensis,NA,FALSE,9,juvenile,male,251,21,NA
16,8,10,A. farensis,NA,FALSE,9,juvenile,male,252,19,NA
16,12,13,A. farensis,NA,FALSE,8,juvenile,male,253,20,NA
19,13,11,A. farensis,NA,FALSE,11,juvenile,male,254,24,NA
14,8,10,A. farensis,NA,FALSE,14,juvenile,male,255,17,NA
21,9,17,A. farensis,NA,FALSE,14,juvenile,male,256,27,NA
14,10,10,A. farensis,NA,FALSE,8,juvenile,male,257,18,NA
18,14,12,A. farensis,NA,FALSE,15,juvenile,male,258,24,NA
19,11,12,A. farensis,NA,FALSE,14,juvenile,male,259,24,NA
20,13,17,A. farensis,NA,FALSE,19,juvenile,male,260,25,NA
21,8,12,A. farensis,NA,FALSE,15,juvenile,male,261,26,NA
15,7,12,A. farensis,NA,FALSE,11,juvenile,male,262,18,NA
16,12,17,A. farensis,NA,FALSE,11,juvenile,male,263,21,NA
23,14,13,A. farensis,NA,FALSE,21,juvenile,N/R,264,29,NA
19,11,17,A. farensis,NA,FALSE,10,juvenile,male,265,23,NA
16,12,10,A. farensis,NA,FALSE,13,juvenile,male,266,19,NA
21,18,15,A. farensis,NA,FALSE,16,juvenile,,267,28,NA
15,13,11,A. farensis,NA,FALSE,10,juvenile,male,268,19,NA
23,19,15,A. farensis,NA,FALSE,17,juvenile,N/R,269,29,NA
22,19,13,A. farensis,NA,FALSE,15,juvenile,,270,28,NA
16,10,14,A. farensis,NA,FALSE,8,juvenile,male,271,19,NA
21,14,12,A. farensis,NA,FALSE,19,juvenile,male,272,27,NA
18,8,18,A. farensis,NA,FALSE,12,juvenile,male,273,23,NA
15,9,14,A. farensis,NA,FALSE,7,juvenile,male,274,19,NA
24,14,13,A. farensis,NA,FALSE,12,juvenile, ,275,28,NA
17,11,12,A. farensis,NA,FALSE,10,juvenile,male,276,21,NA
16,9,9,A. farensis,NA,FALSE,11,juvenile,male,277,21,NA
17,10,16,A. farensis,NA,FALSE,11,juvenile,male,278,22,NA
18,10,18,A. farensis,NA,FALSE,11,juvenile,male,279,23,NA
17,8,13,A. farensis,NA,FALSE,5,juvenile,male,280,21,NA
18,12,13,A. farensis,NA,FALSE,9,juvenile,male,281,23,NA
14,10,12,A. farensis,NA,FALSE,7,juvenile,male,282,17,NA
15,9,12,A. farensis,NA,FALSE,11,juvenile,male,283,19,NA
30,21,19,A. farensis,NA,FALSE,20,pre_puberty, ,284,38,NA
22,18,17,A. farensis,NA,FALSE,8,pre_puberty,male,285,28,NA
20,12,16,A. farensis,NA,FALSE,15,pre_puberty,male,286,26,NA
24,20,24,A. farensis,NA,FALSE,16,pre_puberty,male,287,31,NA
18,13,13,A. farensis,NA,FALSE,8,pre_puberty,male,288,23,NA
23,19,16,A. farensis,NA,FALSE,14,pre_puberty,male,289,28,NA
18,11,10,A. farensis,NA,FALSE,9,pre_puberty,male,290,24,NA
28,20,27,A. farensis,NA,FALSE,19,pre_puberty,N/R,291,36,NA
27,17,18,A. farensis,NA,FALSE,19,pre_puberty,male,292,34,NA
22,14,18,A. farensis,NA,FALSE,19,pre_puberty,male,293,28,NA
23,19,15,A. farensis,NA,FALSE,14,pre_puberty,male,294,29,NA
22,13,21,A. farensis,NA,FALSE,10,pre_puberty,male,295,28,NA
20,5,15,A. farensis,NA,FALSE,13,pre_puberty,male,296,24,NA
27,14,17,A. farensis,NA,FALSE,17,pre_puberty,male,297,35,NA
25,12,17,A. farensis,NA,FALSE,14,pre_puberty,male,298,32,NA
20,14,16,A. farensis,NA,FALSE,8,pre_puberty,male,299,25,NA
19,14,17,A. farensis,NA,FALSE,12,pre_puberty,male,300,24,NA
23,16,23,A. farensis,NA,FALSE,16,pre_puberty,male,301,31,NA
24,19,22,A. farensis,NA,FALSE,14,pre_puberty,male,302,30,NA
19,9,14,A. farensis,NA,FALSE,11,pre_puberty,male,303,24,NA
22,13,12,A. farensis,NA,FALSE,11,pre_puberty,male,304,28,NA
29,21,28,A. farensis,NA,FALSE,24,pre_puberty, ,305,37,NA
29,22,17,A. farensis,NA,FALSE,17,pre_puberty, ,306,37,NA
23,19,22,A. farensis,NA,FALSE,18,pre_puberty,male,307,29,NA
20,14,11,A. farensis,NA,FALSE,9,pre_puberty,male,308,26,NA
22,11,22,A. farensis,NA,FALSE,12,pre_puberty,male,309,28,NA
21,14,15,A. farensis,NA,FALSE,15,pre_puberty,male,310,28,NA
20,11,14,A. farensis,NA,FALSE,12,pre_puberty,male,311,25,NA
30,21,30,A. farensis,NA,FALSE,15,pre_puberty,?,312,38,NA
24,17,20,A. farensis,NA,FALSE,13,pre_puberty,male,313,31,NA
19,11,16,A. farensis,NA,FALSE,8,pre_puberty,male,314,24,NA
20,11,14,A. farensis,NA,FALSE,13,pre_puberty,male,315,26,NA
29,16,15,A. farensis,NA,FALSE,15,pre_puberty, ,316,37,NA
22,12,24,A. farensis,NA,FALSE,16,pre_puberty,male,317,28,NA
26,14,23,A. farensis,NA,FALSE,17,pre_puberty,male,318,33,NA
41,23,22,A. farensis,NA,FALSE,63,sub_adult,male,319,54,NA
43,26,28,A. farensis,NA,FALSE,79,sub_adult,male,320,56,NA
33,21,26,A. farensis,NA,FALSE,62,sub_adult,male,321,42,NA
32,22,25,A. farensis,NA,FALSE,51,sub_adult,male,322,41,NA
27,20,20,A. farensis,NA,FALSE,49,sub_adult,male,323,35,NA
30,16,25,A. farensis,NA,FALSE,51,sub_adult,male,324,39,NA
35,27,31,A. farensis,NA,FALSE,62,sub_adult,male,325,46,NA
42,25,23,A. farensis,NA,FALSE,73,sub_adult,male,326,54,NA
32,22,17,A. farensis,NA,FALSE,52,sub_adult,male,327,41,NA
40,22,43,A. farensis,NA,FALSE,73,sub_adult,male,328,52,NA
38,19,29,A. farensis,NA,FALSE,69,sub_adult,male,329,49,NA
39,21,38,A. farensis,NA,FALSE,83,sub_adult,male,330,50,NA
42,29,34,A. farensis,NA,FALSE,68,sub_adult,male,331,54,NA
25,16,17,A. farensis,NA,FALSE,44,sub_adult,male,332,32,NA
27,20,26,A. farensis,NA,FALSE,43,sub_adult,male,333,36,NA
32,19,19,A. farensis,NA,FALSE,61,sub_adult,male,334,42,NA
37,27,31,A. farensis,NA,FALSE,80,sub_adult,male,335,48,NA
33,22,19,A. farensis,NA,FALSE,51,sub_adult,male,336,44,NA
35,19,36,A. farensis,NA,FALSE,69,sub_adult,male,337,45,NA
30,15,27,A. farensis,NA,FALSE,50,sub_adult,male,338,40,NA
40,22,23,A. farensis,NA,FALSE,68,sub_adult,male,339,52,NA
30,20,29,A. farensis,NA,FALSE,59,sub_adult,male,340,39,NA
32,62,23,A. farensis,NA,FALSE,54,sub_adult,male,341,42,NA
27,13,17,A. farensis,NA,FALSE,52,sub_adult,male,342,34,NA
40,24,32,A. farensis,NA,FALSE,24,sub_adult,male,343,51,NA
31,22,27,A. farensis,NA,FALSE,62,sub_adult,male,344,41,NA
26,15,22,A. farensis,NA,FALSE,21,sub_adult,male,345,33,NA
26,16,21,A. farensis,NA,FALSE,49,sub_adult,male,346,33,NA
42,29,27,A. farensis,NA,FALSE,80,sub_adult,male,347,55,NA
32,19,33,A. farensis,NA,FALSE,59,sub_adult,male,348,41,NA
39,28,37,A. farensis,NA,FALSE,70,sub_adult,male,349,51,NA
42,23,35,A. farensis,NA,FALSE,76,sub_adult,male,350,54,NA
33,22,23,A. farensis,NA,FALSE,57,sub_adult,male,351,43,NA
36,30,35,A. farensis,NA,FALSE,70,sub_adult,male,352,46,NA
27,16,13,A. farensis,NA,FALSE,47,sub_adult,male,353,34,NA
28,19,22,A. farensis,NA,FALSE,59,sub_adult,male,354,36,NA
38,80,34,A. farensis,NA,FALSE,73,sub_adult,male,355,50,NA
34,26,30,A. farensis,NA,FALSE,60,sub_adult,male,356,43,NA
37,32,33,A. farensis,NA,FALSE,60,sub_adult,male,357,48,NA
43,28,40,A. farensis,NA,FALSE,76,sub_adult,male,358,55,NA
34,27,33,A. farensis,NA,FALSE,52,sub_adult,male,359,44,NA
33,24,25,A. farensis,NA,FALSE,53,sub_adult,male,360,43,NA
35,25,22,A. farensis,NA,FALSE,61,sub_adult,male,361,45,NA
37,26,39,A. farensis,NA,FALSE,75,sub_adult,male,362,48,NA
31,17,21,A. farensis,NA,FALSE,57,sub_adult,male,363,39,NA
43,25,39,A. farensis,NA,FALSE,70,sub_adult,male,364,55,NA
37,25,20,A. farensis,NA,FALSE,75,sub_adult,male,365,47,NA
36,18,36,A. farensis,NA,FALSE,66,sub_adult,male,366,46,NA
36,20,31,A. farensis,NA,FALSE,60,sub_adult,male,367,47,NA
42,32,38,A. farensis,NA,FALSE,66,sub_adult,male,368,54,NA
32,22,29,A. farensis,NA,FALSE,70,sub_adult,male,369,41,NA
30,54,28,A. farensis,NA,FALSE,61,sub_adult,male,370,39,NA
27,16,24,A. farensis,NA,FALSE,45,sub_adult,male,371,34,NA
31,21,23,A. farensis,NA,FALSE,48,sub_adult,male,372,40,NA
38,21,34,A. farensis,NA,FALSE,76,sub_adult,male,373,50,NA
27,21,24,A. farensis,NA,FALSE,44,sub_adult,male,374,34,NA
37,22,25,A. farensis,NA,FALSE,70,sub_adult,male,375,49,NA
43,24,35,A. farensis,NA,FALSE,79,sub_adult,male,376,55,NA
28,22,23,A. farensis,NA,FALSE,53,sub_adult,male,377,37,NA
27,16,26,A. farensis,NA,FALSE,42,sub_adult,male,378,35,NA
26,23,13,A. farensis,NA,FALSE,43,sub_adult,male,379,33,NA
40,20,35,A. farensis,NA,FALSE,24,sub_adult,male,380,52,NA
36,17,31,A. farensis,NA,FALSE,62,sub_adult,male,381,46,NA
34,24,27,A. farensis,NA,FALSE,47,sub_adult,male,382,43,NA
31,21,30,A. farensis,NA,FALSE,56,sub_adult,male,383,41,NA
