cl,lcl,fw,species,longitude,is_gravid,rcl,stage,sex,id,cw,latitude
21,7,13,A. farensis,NA,FALSE,14,pre_puberty,female,82,27,NA
22,14,15,A. farensis,NA,TRUE,11,pre_puberty,female,83,27,NA
26,12,25,A. farensis,NA,TRUE,13,pre_puberty,female,84,34,NA
32,28,19,A. farensis,NA,FALSE,20,pre_puberty,female,85,40,NA
22,17,21,A. farensis,NA,FALSE,15,pre_puberty,-,86,27,NA
20,12,19,A. farensis,NA,FALSE,13,pre_puberty,female,87,26,NA
27,17,16,A. farensis,NA,FALSE,21,pre_puberty,female,88,35,NA
26,18,24,A. farensis,NA,FALSE,19,pre_puberty,female,89,33,NA
29,25,21,A. farensis,NA,FALSE,19,pre_puberty,female,90,38,NA
22,12,16,A. farensis,NA,FALSE,14,pre_puberty,?,91,27,NA
23,18,23,A. farensis,NA,FALSE,11,pre_puberty,N/R,92,29,NA
28,16,23,A. farensis,NA,FALSE,14,pre_puberty,female,93,35,NA
20,9,16,A. farensis,NA,FALSE,12,pre_puberty,female,94,25,NA
29,19,15,A. farensis,NA,FALSE,20,pre_puberty,female,95,37,NA
20,11,15,A. farensis,NA,FALSE,9,pre_puberty,N/R,96,26,NA
29,16,22,A. farensis,NA,FALSE,19,pre_puberty,female,97,38,NA
28,23,21,A. farensis,NA,FALSE,25,pre_puberty,,98,36,NA
19,12,13,A. farensis,NA,FALSE,11,pre_puberty,?,99,24,NA
20,17,10,A. farensis,NA,FALSE,11,pre_puberty,female,100,25,NA
29,16,27,A. farensis,NA,FALSE,17,pre_puberty,female,101,38,NA
31,12,23,A. farensis,NA,TRUE,22,pre_puberty,female,102,39,NA
42,22,33,A. farensis,NA,FALSE,26,sub_adult,female,103,56,NA
37,17,20,A. farensis,NA,FALSE,29,sub_adult,female,104,47,NA
32,19,27,A. farensis,NA,FALSE,21,sub_adult,female,105,41,NA
40,36,23,A. farensis,NA,FALSE,31,sub_adult,female,106,52,NA
28,18,23,A. farensis,NA,FALSE,17,sub_adult,female,107,35,NA
29,20,24,A. farensis,NA,FALSE,19,sub_adult,female,108,38,NA
27,14,20,A. farensis,NA,FALSE,20,sub_adult,female,109,35,NA
29,20,19,A. farensis,NA,FALSE,20,sub_adult,female,110,38,NA
27,16,14,A. farensis,NA,FALSE,19,sub_adult,female,111,35,NA
37,27,33,A. farensis,NA,FALSE,24,sub_adult,female,112,48,NA
38,27,32,A. farensis,NA,FALSE,27,sub_adult,female,113,50,NA
33,23,28,A. farensis,NA,FALSE,22,sub_adult,female,114,42,NA
36,20,38,A. farensis,NA,FALSE,20,sub_adult,female,115,47,NA
38,33,29,A. farensis,NA,FALSE,28,sub_adult,female,116,49,NA
25,26,25,A. farensis,NA,FALSE,12,sub_adult,female,117,32,NA
32,13,26,A. farensis,NA,FALSE,14,sub_adult,female,118,42,NA
42,21,41,A. farensis,NA,FALSE,25,sub_adult,female,119,54,NA
33,18,27,A. farensis,NA,TRUE,21,sub_adult,female,120,42,NA
38,21,38,A. farensis,NA,FALSE,25,sub_adult,female,121,50,NA
42,29,27,A. farensis,NA,FALSE,26,sub_adult,female,122,55,NA
28,21,31,A. farensis,NA,FALSE,19,sub_adult,female,123,37,NA
38,18,23,A. farensis,NA,FALSE,19,sub_adult,female,124,49,NA
42,25,30,A. farensis,NA,FALSE,27,sub_adult,female,125,54,NA
25,19,17,A. farensis,NA,FALSE,14,sub_adult,female,126,32,NA
37,25,31,A. farensis,NA,FALSE,22,sub_adult,female,127,46,NA
39,30,37,A. farensis,NA,FALSE,29,sub_adult,female,128,50,NA
26,17,27,A. farensis,NA,FALSE,19,sub_adult,female,129,33,NA
30,20,22,A. farensis,NA,FALSE,24,sub_adult,female,130,38,NA
31,20,25,A. farensis,NA,FALSE,12,sub_adult,female,131,39,NA
34,28,23,A. farensis,NA,FALSE,25,sub_adult,female,132,44,NA
33,24,18,A. farensis,NA,FALSE,22,sub_adult,female,133,43,NA
41,23,33,A. farensis,NA,FALSE,24,sub_adult,female,134,54,NA
29,17,23,A. farensis,NA,FALSE,17,sub_adult,female,135,37,NA
42,33,33,A. farensis,NA,FALSE,24,sub_adult,female,136,55,NA
26,17,18,A. farensis,NA,FALSE,15,sub_adult,female,137,32,NA
26,20,22,A. farensis,NA,FALSE,12,sub_adult,female,138,33,NA
28,20,20,A. farensis,NA,FALSE,18,sub_adult,female,139,36,NA
26,12,20,A. farensis,NA,FALSE,13,sub_adult,female,140,34,NA
26,19,27,A. farensis,NA,FALSE,24,sub_adult,female,141,34,NA
37,25,37,A. farensis,NA,FALSE,27,sub_adult,female,142,48,NA
36,18,23,A. farensis,NA,FALSE,27,sub_adult,female,143,44,NA
30,18,31,A. farensis,NA,FALSE,24,sub_adult,female,144,38,NA
35,19,31,A. farensis,NA,FALSE,19,sub_adult,female,145,45,NA
31,19,29,A. farensis,NA,FALSE,22,sub_adult,female,146,40,NA
31,25,28,A. farensis,NA,FALSE,19,sub_adult,female,147,39,NA
41,37,35,A. farensis,NA,FALSE,34,sub_adult,female,148,53,NA
41,36,38,A. farensis,NA,FALSE,23,sub_adult,female,149,53,NA
32,13,32,A. farensis,NA,FALSE,18,sub_adult,female,150,40,NA
32,14,19,A. farensis,NA,FALSE,22,sub_adult,female,151,41,NA
28,17,22,A. farensis,NA,FALSE,16,sub_adult,female,152,35,NA
38,24,32,A. farensis,NA,FALSE,21,sub_adult,female,153,50,NA
32,22,25,A. farensis,NA,FALSE,23,sub_adult,female,154,41,NA
37,27,35,A. farensis,NA,FALSE,18,sub_adult,female,155,47,NA
39,26,31,A. farensis,NA,FALSE,22,sub_adult,female,156,51,NA
39,29,28,A. farensis,NA,FALSE,30,sub_adult,female,157,51,NA
35,23,31,A. farensis,NA,FALSE,20,sub_adult,female,158,46,NA
38,27,24,A. farensis,NA,FALSE,24,sub_adult,female,159,49,NA
39,24,26,A. farensis,NA,FALSE,21,sub_adult,female,160,51,NA
32,21,28,A. farensis,NA,FALSE,19,sub_adult,female,161,42,NA
25,16,18,A. farensis,NA,FALSE,17,sub_adult,female,162,33,NA
28,20,24,A. farensis,NA,FALSE,15,sub_adult,female,163,36,NA
35,29,35,A. farensis,NA,FALSE,30,sub_adult,female,164,45,NA
34,19,18,A. farensis,NA,FALSE,26,sub_adult,female,165,44,NA
39,20,22,A. farensis,NA,FALSE,28,sub_adult,female,166,50,NA
28,24,24,A. farensis,NA,FALSE,16,sub_adult,female,167,37,NA
41,22,40,A. farensis,NA,FALSE,26,sub_adult,female,168,54,NA
41,33,30,A. farensis,NA,FALSE,26,sub_adult,female,169,53,NA
26,20,13,A. farensis,NA,FALSE,17,sub_adult,female,170,32,NA
37,23,31,A. farensis,NA,FALSE,23,sub_adult,female,171,49,NA
30,13,31,A. farensis,NA,TRUE,16,sub_adult,female,172,37,NA
42,28,31,A. farensis,NA,FALSE,23,sub_adult,female,173,55,NA
39,23,32,A. farensis,NA,TRUE,26,sub_adult,female,174,51,NA
33,20,23,A. farensis,NA,FALSE,22,sub_adult,female,175,42,NA
38,23,41,A. farensis,NA,FALSE,24,sub_adult,female,176,49,NA
33,14,25,A. farensis,NA,FALSE,26,sub_adult,female,177,41,NA
37,21,32,A. farensis,NA,FALSE,24,sub_adult,female,178,47,NA
35,17,27,A. farensis,NA,FALSE,21,sub_adult,female,179,46,NA
26,18,17,A. farensis,NA,FALSE,19,sub_adult,female,180,33,NA
32,20,19,A. farensis,NA,FALSE,17,sub_adult,female,181,42,NA
31,17,29,A. farensis,NA,FALSE,20,sub_adult,female,182,41,NA
27,16,23,A. farensis,NA,FALSE,17,sub_adult,female,183,35,NA
25,12,21,A. farensis,NA,FALSE,19,sub_adult,female,184,32,NA
26,18,19,A. farensis,NA,FALSE,13,sub_adult,female,185,34,NA
35,32,32,A. farensis,NA,FALSE,22,sub_adult,female,186,44,NA
29,18,23,A. farensis,NA,FALSE,25,sub_adult,female,187,37,NA
28,14,24,A. farensis,NA,TRUE,26,sub_adult,female,188,36,NA
27,19,24,A. farensis,NA,FALSE,19,sub_adult,female,189,34,NA
26,17,27,A. farensis,NA,TRUE,21,sub_adult,female,190,34,NA
37,26,34,A. farensis,NA,FALSE,19,sub_adult,female,191,49,NA
35,23,34,A. farensis,NA,FALSE,18,sub_adult,female,192,46,NA
33,20,35,A. farensis,NA,FALSE,17,sub_adult,female,193,43,NA
42,28,31,A. farensis,NA,FALSE,26,sub_adult,female,194,55,NA
31,22,27,A. farensis,NA,FALSE,21,sub_adult,female,195,41,NA
26,12,22,A. farensis,NA,FALSE,18,sub_adult,female,196,33,NA
34,22,31,A. farensis,NA,FALSE,22,sub_adult,female,197,45,NA
28,19,26,A. farensis,NA,FALSE,14,sub_adult,female,198,37,NA
36,20,21,A. farensis,NA,TRUE,25,sub_adult,female,199,48,NA
33,18,28,A. farensis,NA,FALSE,23,sub_adult,female,200,42,NA
26,18,22,A. farensis,NA,FALSE,17,sub_adult,female,201,34,NA
30,18,28,A. farensis,NA,FALSE,16,sub_adult,female,202,38,NA
40,27,27,A. farensis,NA,FALSE,23,sub_adult,female,203,53,NA
28,16,27,A. farensis,NA,FALSE,22,sub_adult,female,204,36,NA
33,16,24,A. farensis,NA,TRUE,20,sub_adult,female,205,42,NA
38,20,31,A. farensis,NA,FALSE,21,sub_adult,female,206,49,NA
39,25,28,A. farensis,NA,FALSE,25,sub_adult,female,207,51,NA
27,13,27,A. farensis,NA,FALSE,17,sub_adult,female,208,36,NA
40,30,40,A. farensis,NA,FALSE,22,sub_adult,female,209,52,NA
33,23,23,A. farensis,NA,FALSE,21,sub_adult,female,210,42,NA
36,21,22,A. farensis,NA,FALSE,18,sub_adult,female,211,45,NA
40,27,30,A. farensis,NA,FALSE,21,sub_adult,female,212,52,NA
35,18,36,A. farensis,NA,FALSE,28,sub_adult,female,213,46,NA
36,24,36,A. farensis,NA,FALSE,22,sub_adult,female,214,47,NA
33,27,19,A. farensis,NA,FALSE,17,sub_adult,female,215,43,NA
26,15,26,A. farensis,NA,FALSE,16,sub_adult,female,216,33,NA
33,20,19,A. farensis,NA,FALSE,15,sub_adult,female,217,44,NA
42,18,38,A. farensis,NA,FALSE,26,sub_adult,female,218,54,NA
43,31,31,A. farensis,NA,FALSE,22,sub_adult,female,219,55,NA
38,19,27,A. farensis,NA,FALSE,19,sub_adult,female,220,49,NA
26,13,22,A. farensis,NA,FALSE,15,sub_adult,female,221,33,NA
36,19,20,A. farensis,NA,FALSE,21,sub_adult,female,222,46,NA
41,33,38,A. farensis,NA,FALSE,31,sub_adult,female,223,54,NA
34,18,22,A. farensis,NA,FALSE,15,sub_adult,female,224,43,NA
28,16,26,A. farensis,NA,FALSE,19,sub_adult,female,225,37,NA
28,13,21,A. farensis,NA,FALSE,21,sub_adult,female,226,37,NA
30,23,24,A. farensis,NA,FALSE,25,sub_adult,female,227,39,NA
29,14,17,A. farensis,NA,FALSE,16,sub_adult,female,228,37,NA
27,13,24,A. farensis,NA,FALSE,19,sub_adult,female,229,34,NA
28,17,27,A. farensis,NA,FALSE,15,sub_adult,female,230,36,NA
58,40,53,A. farensis,NA,FALSE,39,adult,female,231,76,NA
33,24,25,A. farensis,NA,FALSE,22,adult,female,232,43,NA
55,41,48,A. farensis,NA,FALSE,30,adult,female,233,72,NA
52,27,33,A. farensis,NA,FALSE,35,adult,female,234,68,NA
45,34,44,A. farensis,NA,FALSE,27,adult,female,235,58,NA
34,29,32,A. farensis,NA,FALSE,18,adult,female,236,43,NA
34,22,34,A. farensis,NA,FALSE,29,adult,female,237,44,NA
51,34,36,A. farensis,NA,FALSE,28,adult,female,238,66,NA
54,40,43,A. farensis,NA,FALSE,30,adult,female,239,71,NA
37,28,22,A. farensis,NA,FALSE,30,adult,female,240,48,NA
50,34,45,A. farensis,NA,FALSE,28,adult,female,241,63,NA
55,38,45,A. farensis,NA,FALSE,27,adult,female,242,72,NA
45,24,46,A. farensis,NA,FALSE,30,adult,female,243,58,NA
57,32,49,A. farensis,NA,FALSE,43,adult,female,244,74,NA
35,24,29,A. farensis,NA,FALSE,22,adult,female,245,46,NA
46,34,48,A. farensis,NA,FALSE,33,adult,female,246,60,NA
41,23,41,A. farensis,NA,TRUE,27,adult,female,247,53,NA
51,28,41,A. farensis,NA,FALSE,34,adult,female,248,66,NA
47,36,42,A. farensis,NA,FALSE,34,adult,female,249,60,NA
49,34,34,A. farensis,NA,FALSE,35,adult,female,250,64,NA
36,25,31,A. farensis,NA,FALSE,16,adult,female,251,47,NA
34,22,23,A. farensis,NA,TRUE,22,adult,female,252,43,NA
47,27,33,A. farensis,NA,FALSE,30,adult,female,253,61,NA
55,41,48,A. farensis,NA,FALSE,40,adult,female,254,72,NA
46,36,42,A. farensis,NA,FALSE,31,adult,female,255,60,NA
54,36,42,A. farensis,NA,FALSE,38,adult,female,256,71,NA
35,16,24,A. farensis,NA,FALSE,20,adult,female,257,46,NA
37,30,32,A. farensis,NA,FALSE,21,adult,female,258,47,NA
56,38,48,A. farensis,NA,FALSE,33,adult,female,259,72,NA
36,22,31,A. farensis,NA,FALSE,22,adult,female,260,46,NA
51,30,33,A. farensis,NA,FALSE,28,adult,female,261,67,NA
50,38,51,A. farensis,NA,FALSE,32,adult,female,262,66,NA
39,24,38,A. farensis,NA,FALSE,30,adult,female,263,50,NA
35,25,29,A. farensis,NA,FALSE,25,adult,female,264,46,NA
49,21,37,A. farensis,NA,FALSE,33,adult,female,265,64,NA
48,27,26,A. farensis,NA,FALSE,32,adult,female,266,63,NA
34,23,39,A. farensis,NA,TRUE,20,adult,female,267,44,NA
53,34,33,A. farensis,NA,FALSE,35,adult,female,268,69,NA
52,24,50,A. farensis,NA,FALSE,32,adult,female,269,68,NA
43,28,35,A. farensis,NA,FALSE,26,adult,female,270,56,NA
57,42,52,A. farensis,NA,FALSE,43,adult,female,271,75,NA
44,31,38,A. farensis,NA,FALSE,20,adult,female,272,58,NA
34,21,28,A. farensis,NA,FALSE,20,adult,female,273,44,NA
39,28,35,A. farensis,NA,FALSE,29,adult,female,274,50,NA
37,30,22,A. farensis,NA,TRUE,21,adult,female,275,47,NA
42,27,39,A. farensis,NA,FALSE,30,adult,female,276,55,NA
53,30,54,A. farensis,NA,FALSE,42,adult,female,277,69,NA
39,23,35,A. farensis,NA,FALSE,23,adult,female,278,51,NA
43,34,24,A. farensis,NA,FALSE,29,adult,female,279,55,NA
61,38,35,A. farensis,NA,FALSE,40,adult,female,280,80,NA
39,23,32,A. farensis,NA,FALSE,26,adult,female,281,50,NA
53,33,47,A. farensis,NA,FALSE,39,adult,female,282,69,NA
49,26,27,A. farensis,NA,FALSE,35,adult,female,283,64,NA
57,37,33,A. farensis,NA,FALSE,32,adult,female,284,75,NA
51,30,37,A. farensis,NA,FALSE,27,adult,female,285,67,NA
40,31,26,A. farensis,NA,FALSE,28,adult,female,286,53,NA
37,26,34,A. farensis,NA,FALSE,14,adult,female,287,49,NA
43,29,42,A. farensis,NA,FALSE,36,adult,female,288,57,NA
33,22,30,A. farensis,NA,FALSE,20,adult,female,289,41,NA
62,41,56,A. farensis,NA,FALSE,31,adult,female,290,80,NA
52,31,46,A. farensis,NA,FALSE,30,adult,female,291,68,NA
38,27,31,A. farensis,NA,FALSE,29,adult,female,292,48,NA
54,35,44,A. farensis,NA,FALSE,41,adult,female,293,72,NA
39,24,25,A. farensis,NA,FALSE,16,adult,female,294,50,NA
49,27,47,A. farensis,NA,FALSE,32,adult,female,295,64,NA
45,24,33,A. farensis,NA,TRUE,28,adult,female,296,58,NA
35,13,33,A. farensis,NA,FALSE,31,adult,female,297,45,NA
57,32,53,A. farensis,NA,FALSE,34,adult,female,298,75,NA
50,42,35,A. farensis,NA,TRUE,30,adult,female,299,66,NA
31,16,16,A. farensis,NA,FALSE,17,adult,female,300,40,NA
49,33,38,A. farensis,NA,FALSE,34,adult,female,301,65,NA
60,48,46,A. farensis,NA,FALSE,33,adult,female,302,79,NA
44,26,31,A. farensis,NA,TRUE,31,adult,female,303,58,NA
35,20,34,A. farensis,NA,FALSE,17,adult,female,304,45,NA
54,37,28,A. farensis,NA,FALSE,34,adult,female,305,71,NA
35,21,26,A. farensis,NA,FALSE,26,adult,female,306,44,NA
55,37,55,A. farensis,NA,TRUE,41,adult,female,307,72,NA
42,24,25,A. farensis,NA,FALSE,32,adult,female,308,55,NA
35,19,25,A. farensis,NA,TRUE,31,adult,female,309,46,NA
53,34,48,A. farensis,NA,FALSE,31,adult,female,310,70,NA
31,21,26,A. farensis,NA,FALSE,19,adult,female,311,41,NA
37,25,37,A. farensis,NA,FALSE,20,adult,female,312,48,NA
33,22,28,A. farensis,NA,FALSE,25,adult,female,313,42,NA
32,25,19,A. farensis,NA,TRUE,21,adult,female,314,41,NA
40,30,24,A. farensis,NA,FALSE,20,adult,female,315,52,NA
40,33,31,A. farensis,NA,FALSE,28,adult,female,316,52,NA
60,49,34,A. farensis,NA,FALSE,54,adult,female,317,79,NA
50,31,45,A. farensis,NA,FALSE,32,adult,female,318,65,NA
39,25,22,A. farensis,NA,FALSE,22,adult,female,319,50,NA
55,46,36,A. farensis,NA,FALSE,42,adult,female,320,72,NA
34,25,19,A. farensis,NA,FALSE,21,adult,female,321,44,NA
57,37,47,A. farensis,NA,TRUE,35,adult,female,322,75,NA
52,35,46,A. farensis,NA,FALSE,37,adult,female,323,69,NA
43,22,30,A. farensis,NA,FALSE,32,adult,female,324,53,NA
55,39,49,A. farensis,NA,FALSE,33,adult,female,325,72,NA
59,30,48,A. farensis,NA,FALSE,36,adult,female,326,77,NA
53,35,43,A. farensis,NA,FALSE,34,adult,female,327,69,NA
57,36,44,A. farensis,NA,FALSE,36,adult,female,328,75,NA
32,24,22,A. farensis,NA,TRUE,19,adult,female,329,41,NA
41,24,46,A. farensis,NA,FALSE,26,adult,female,330,53,NA
36,29,30,A. farensis,NA,FALSE,14,adult,female,331,46,NA
56,38,51,A. farensis,NA,FALSE,39,adult,female,332,73,NA
50,35,43,A. farensis,NA,TRUE,27,adult,female,333,65,NA
56,36,47,A. farensis,NA,FALSE,35,adult,female,334,74,NA
32,20,22,A. farensis,NA,FALSE,24,adult,female,335,41,NA
34,19,22,A. farensis,NA,FALSE,26,adult,female,336,43,NA
44,30,33,A. farensis,NA,FALSE,25,adult,female,337,57,NA
60,46,33,A. farensis,NA,FALSE,37,adult,female,338,77,NA
37,31,20,A. farensis,NA,FALSE,21,adult,female,339,49,NA
46,29,30,A. farensis,NA,FALSE,24,adult,female,340,59,NA
56,41,36,A. farensis,NA,FALSE,35,adult,female,341,73,NA
51,37,53,A. farensis,NA,TRUE,25,adult,female,342,68,NA
41,33,34,A. farensis,NA,FALSE,18,adult,female,343,53,NA
45,36,28,A. farensis,NA,FALSE,29,adult,female,344,59,NA
35,19,33,A. farensis,NA,FALSE,26,adult,female,345,45,NA
39,30,26,A. farensis,NA,FALSE,23,adult,female,346,50,NA
38,27,30,A. farensis,NA,FALSE,30,adult,female,347,48,NA
59,35,55,A. farensis,NA,FALSE,34,adult,female,348,77,NA
43,30,33,A. farensis,NA,TRUE,25,adult,female,349,56,NA
60,36,34,A. farensis,NA,FALSE,28,adult,female,350,76,NA
50,35,44,A. farensis,NA,FALSE,34,adult,female,351,65,NA
35,20,34,A. farensis,NA,FALSE,19,adult,female,352,46,NA
60,42,30,A. farensis,NA,FALSE,44,adult,female,353,78,NA
46,33,34,A. farensis,NA,FALSE,29,adult,female,354,60,NA
44,31,38,A. farensis,NA,FALSE,29,adult,female,355,57,NA
52,36,31,A. farensis,NA,TRUE,38,adult,female,356,68,NA
34,21,25,A. farensis,NA,FALSE,26,adult,female,357,43,NA
32,20,20,A. farensis,NA,FALSE,18,adult,female,358,41,NA
22,14,22,A. farensis,NA,FALSE,13,juvenile,male,359,28,NA
16,11,12,A. farensis,NA,FALSE,13,juvenile,male,360,20,NA
19,12,12,A. farensis,NA,FALSE,13,juvenile,male,361,24,NA
19,11,19,A. farensis,NA,FALSE,13,juvenile,-,362,24,NA
17,9,10,A. farensis,NA,FALSE,11,juvenile,male,363,22,NA
16,10,16,A. farensis,NA,FALSE,9,juvenile,-,364,20,NA
22,13,13,A. farensis,NA,FALSE,10,juvenile,N/R,365,28,NA
13,8,10,A. farensis,NA,FALSE,9,juvenile,male,366,16,NA
19,10,15,A. farensis,NA,FALSE,16,juvenile,male,367,24,NA
14,6,10,A. farensis,NA,FALSE,5,juvenile,male,368,17,NA
18,13,13,A. farensis,NA,FALSE,14,juvenile,male,369,23,NA
15,10,11,A. farensis,NA,FALSE,9,juvenile,,370,18,NA
17,10,11,A. farensis,NA,FALSE,8,juvenile,male,371,21,NA
19,12,11,A. farensis,NA,FALSE,13,juvenile,male,372,23,NA
16,12,11,A. farensis,NA,FALSE,11,juvenile,male,373,20,NA
13,5,8,A. farensis,NA,FALSE,7,juvenile,male,374,17,NA
21,15,13,A. farensis,NA,FALSE,8,juvenile,,375,27,NA
20,11,19,A. farensis,NA,FALSE,10,juvenile,,376,24,NA
20,15,13,A. farensis,NA,FALSE,10,juvenile,male,377,25,NA
21,12,15,A. farensis,NA,FALSE,15,juvenile, ,378,26,NA
20,12,11,A. farensis,NA,FALSE,15,juvenile,male,379,25,NA
16,9,15,A. farensis,NA,FALSE,12,juvenile,male,380,20,NA
16,8,11,A. farensis,NA,FALSE,9,juvenile,male,381,20,NA
21,9,22,A. farensis,NA,FALSE,14,juvenile,male,382,26,NA
14,12,14,A. farensis,NA,FALSE,7,juvenile,-,383,18,NA
20,15,17,A. farensis,NA,FALSE,9,juvenile,male,384,26,NA
14,8,11,A. farensis,NA,FALSE,8,juvenile,?,385,17,NA
17,14,12,A. farensis,NA,FALSE,8,juvenile,male,386,22,NA
19,10,17,A. farensis,NA,FALSE,10,juvenile,male,387,25,NA
